t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
1117,8.489575,0.5660447,3.911694,5.049971,6.7050867,5.940761,-3.4288898,-0.5646578,3.8688529,4.419017,-1.1579403,2.8385124,11.2985115,3.4443355,-4.41641,0.5269471,5.298892,6.9915347,1.5390956,2.6558044,-0.39021736,-0.4739646,0.8232562,6.145827,2.2934103,-3.5416865,2.3120148,8.60246,5.755712,-1.9064374,-1.460824,3.5824864,5.0462804,-2.0105789,3.4874444,6.349813,4.007033,-1.7175219,-1.6366937,-0.48597515
1118,8.37666,2.7980301,3.8925583,6.182945,6.8889756,2.7940426,-4.4079905,-0.060279734,3.9667869,4.442374,-0.9542794,2.7315948,11.478318,-0.49550432,-4.584558,-0.03358726,5.618336,7.27326,0.8294985,2.4832861,-0.16151667,-0.037891567,1.0935035,6.3275633,1.2308816,-3.3504853,1.3670775,9.325857,3.751089,-3.7906706,-0.8222909,3.3633537,5.083295,-1.5059075,3.55595,7.27952,2.2955146,-2.4925585,-0.7689116,-0.68752545
1119,8.232168,4.8515406,3.766294,6.7792425,6.071278,-0.44620886,-4.1754394,-0.2902558,4.112769,4.466324,-0.8089214,2.693629,11.132966,-3.6712434,-2.67732,-1.0525928,5.4315705,7.581931,0.07424178,2.5930862,0.20306532,0.35381702,1.4806842,6.4399853,0.16970052,-2.9797225,0.3323696,9.512098,1.6075194,-4.522496,-0.5369526,3.2990377,5.128151,-0.97601026,3.6250954,7.758179,0.30793002,-2.4871922,-0.102767855,-0.4797818
1120,8.1518955,6.579588,3.590704,6.753734,4.3710427,-2.7382734,-3.1020665,-0.9197695,4.0639157,4.6091084,-0.6893554,2.7222643,10.477093,-5.124162,0.51925796,-1.1289825,5.0325675,7.856029,-0.4685923,2.9357433,0.6861789,0.70486057,1.9546119,6.4401155,-0.8303469,-2.3300703,-0.5741901,9.423091,-0.074947536,-4.25676,-0.67937696,3.254893,5.2482414,-0.4373194,3.7478533,7.778403,-1.5414106,-1.733133,0.258127,-0.016881097
1121,8.235005,7.9099283,3.2046854,6.1659937,2.4102395,-3.7015946,-1.8290331,-1.352648,3.84707,4.8805633,-0.54191035,2.8168566,9.753144,-4.8169303,3.5228596,0.34759095,5.0176067,7.831934,-0.7554637,3.394256,1.274567,1.0157984,2.4763489,6.2828584,-1.6708136,-1.3742385,-1.1235623,9.303525,-1.0269372,-3.3516169,-0.9662958,3.1163502,5.487292,0.14305337,3.9372165,7.3882403,-2.9186292,-0.45620802,0.5068286,0.5452224
1122,8.545535,8.7157,2.3621962,5.326248,0.8381658,-3.6800733,-0.80825764,-1.3663396,3.6197839,5.205443,-0.330544,2.9743745,9.142154,-3.4292061,5.365103,2.7923532,5.366149,7.236368,-0.90100074,3.862112,1.95638,1.2865694,2.999153,5.944059,-2.2575831,-0.20928851,-1.1139318,9.263879,-1.3104662,-2.185066,-1.1009457,2.9217136,5.833814,0.8115537,4.1644225,6.6604376,-3.6871006,0.99176186,0.93724054,1.182646
1123,9.088127,8.740585,1.0012891,4.7534213,-0.07620732,-3.2004845,-0.11412607,-1.0596836,3.484417,5.5212073,-0.04547284,3.1852567,8.733055,-1.6823767,6.115873,5.3346114,5.636241,5.9149237,-0.93920445,4.258805,2.7159586,1.5200881,3.472882,5.436212,-2.5519972,0.9638304,-0.44497418,9.266901,-1.203972,-1.04641,-0.97947466,2.7738624,6.251119,1.5835096,4.3553925,5.6776786,-3.9098704,2.2458234,1.7221603,1.9665366
1124,9.7501545,7.662055,-0.55399066,4.818903,-0.39851347,-2.591571,0.36042702,-0.57608587,3.4815485,5.8032045,0.30251643,3.4375103,8.547407,0.021246454,6.3100815,7.399788,5.3445525,4.037753,-0.7875728,4.5237923,3.5124319,1.7253524,3.851737,4.8059006,-2.5879455,1.9350079,0.81876826,9.18186,-1.0631115,-0.05435618,-0.64303726,2.74579,6.7152023,2.4166417,4.393812,4.5357876,-3.7548218,3.06193,2.8631213,3.004634
1125,10.18512,5.290582,-1.72024,5.3673773,-0.25416625,-1.995669,0.72648144,-0.0020532834,3.625003,6.0462484,0.68886614,3.7228942,8.577416,1.563649,6.3833294,8.671168,4.1664343,2.180061,-0.40251777,4.6726065,4.2774124,1.9146097,4.1023846,4.115571,-2.4424498,2.5813546,2.459692,8.85147,-1.1611048,0.83856016,-0.14507663,2.871643,7.217913,3.1987655,4.1479855,3.3629844,-3.383802,3.3740585,4.2695622,4.419612
1126,9.672181,1.8648299,-2.039523,5.840663,0.21199213,-1.4999924,1.0521246,0.6271013,3.917836,6.247003,1.0814786,4.0410028,8.813631,2.9585023,6.486286,8.9355135,2.221148,1.0376482,0.10974021,4.816211,4.955935,2.0820975,4.207332,3.4261029,-2.1912625,2.8966126,4.192042,8.136245,-1.5647461,1.7322725,0.5277365,3.1742094,7.7439656,3.745542,3.536366,2.3338778,-2.902744,3.263227,5.8315825,6.2413306
1127,7.232059,-1.6396323,-1.5913683,5.9135003,0.747644,-1.1477407,1.3605815,1.3074559,4.3574324,6.393089,1.4469253,4.401237,9.255533,4.2095733,6.481263,8.112017,0.14681414,0.9034027,0.6574464,5.054124,5.5268974,2.1835976,4.166872,2.7929862,-1.8840612,2.9588125,5.7589602,6.955872,-2.1361644,2.628728,1.4575253,3.6830633,8.231231,3.8255935,2.622068,1.632334,-2.3726954,2.8958185,7.4202247,8.108759
1128,2.5870514,-3.6327286,-1.2722052,5.763688,1.2013004,-0.9083102,1.6500922,2.0504692,4.936999,6.45518,1.7568665,4.823106,9.89803,5.1841784,6.0282726,6.4501963,-1.3200737,1.4408993,1.3484178,5.419329,5.9507957,2.1485517,4.009538,2.2686388,-1.5456591,2.8811452,6.994497,5.3347263,-2.6586657,3.3670049,2.732075,4.4340024,8.51429,3.2441125,1.6686488,1.3475788,-1.8286808,2.4616609,8.856891,9.01948
1129,-2.6131027,-3.0279536,-1.8014028,5.511855,1.7149472,-0.74495524,1.9195255,2.873264,5.641972,6.380781,1.9951351,5.3329644,10.683236,5.529933,4.854851,4.6245375,-1.8819003,2.0567641,2.3069077,5.92253,6.11449,1.9146593,3.8055246,1.896885,-1.1892532,2.7735407,7.8365407,3.4068315,-2.962018,3.7073383,4.345367,5.440978,8.270779,1.9911735,1.0543753,1.396943,-1.2859384,2.1206627,9.948301,7.8522773
1130,-5.891344,-0.6834219,-2.2065332,5.2359633,2.3845637,-0.6477011,2.1729126,3.7962844,6.4382343,6.09112,2.1655354,5.9536376,11.421697,4.773923,3.1831872,3.3863063,-1.7466066,2.4425192,3.481399,6.54866,5.8442607,1.4754871,3.656834,1.7013454,-0.8266086,2.7194026,8.297521,1.3714066,-2.9384358,3.5011618,6.1258154,6.60795,7.0502605,0.3848043,1.0211288,1.6124103,-0.7573311,1.9711194,10.582639,4.5735264
1131,-6.488873,1.1034014,-1.510641,5.1438303,2.9909513,-0.60533196,2.4084985,4.838059,7.251693,5.486962,2.2980826,6.6879983,11.74291,2.725244,1.8280407,2.9614325,-1.2558091,2.6427324,4.747617,7.1971583,4.9667044,0.93264127,3.6449494,1.6804985,-0.4701105,2.7658284,8.419881,-0.54924107,-2.4960303,2.841722,7.756912,7.5810432,4.538616,-0.9435979,1.4143927,1.9171761,-0.26306233,2.044711,10.743728,0.36313763
1132,-5.044713,1.2620683,-0.3448629,5.199984,3.3150358,-0.5961859,2.6159494,6.0011377,7.9420223,4.4751406,2.4480379,7.507954,11.186986,-0.11685093,1.5693177,3.0275261,-0.6410755,2.7949703,6.019155,7.6261315,3.406993,0.50534004,3.7694576,1.8098733,-0.12992887,2.9247923,8.247667,-2.1339512,-1.5822308,2.1139886,8.949589,7.7392073,1.057313,-1.3570387,1.7726389,2.310891,0.1968256,2.3215911,10.435028,-3.4486878
1133,-2.2589157,0.7278827,0.5000329,5.352082,3.359864,-0.59680724,2.783417,7.252981,8.284036,3.025704,2.6756313,8.358181,9.447541,-2.77603,2.3933046,3.3904967,-0.070492454,2.992823,7.2360992,7.4704814,1.326892,0.43162027,3.9652512,2.036882,0.1901176,3.1813514,7.82432,-3.2139564,-0.3006989,1.8472736,9.675895,6.5465326,-2.3084018,-0.73339325,1.9111987,2.727397,0.6612461,2.754258,9.659925,-5.970401
1134,0.9242777,0.87308353,1.0748554,5.5814204,3.213763,-0.5983793,2.9039726,8.511508,7.990241,1.2442664,2.9868965,9.1571045,6.554323,-4.5465264,3.431995,4.1869597,0.35327986,3.2684054,8.316351,6.383442,-0.8152043,0.75664365,4.219013,2.2827084,0.4924727,3.5052261,7.200986,-3.7533324,1.0427122,2.406303,10.080515,3.9203148,-4.4468746,0.23850845,2.1469326,3.0955343,1.1630299,3.2813234,8.475265,-6.9216404
1135,3.3943772,2.1332994,1.6399873,5.804649,2.9035037,-0.5915544,2.9771502,9.64548,6.8106236,-0.59770644,3.2479012,9.775455,2.8566961,-5.280415,3.6344428,5.3527575,0.67949194,3.5994031,9.114249,4.268023,-2.4267893,1.1758977,4.601947,2.4876125,0.77518606,3.8610952,6.4349704,-3.8732455,2.0899265,3.7732768,10.02994,0.25287336,-4.8453016,0.5524478,2.6226902,3.444667,1.6845341,3.8194544,7.011674,-6.693856
1136,4.5985174,4.0761666,2.2039385,5.8683424,2.4376187,-0.5462359,3.0145805,10.499014,4.6923585,-2.1135004,3.1811645,10.054362,-0.99126035,-4.9054728,2.5795038,6.4331656,1.2113878,3.9631588,9.417459,1.4424336,-3.048476,1.2279024,5.097052,2.676093,1.0257763,4.21317,5.577495,-3.7732,2.6313026,5.5548487,8.963817,-3.5559514,-3.4528987,-0.009810827,3.0090806,3.8948092,2.2095563,4.2619295,5.4203563,-5.965631
1137,4.637734,6.115132,2.7507362,5.608952,1.8738024,-0.41833684,3.0525527,10.940507,1.9078679,-2.879271,2.5640516,9.952851,-4.014666,-3.195842,0.9624093,7.016208,2.3435895,4.36522,8.9858885,-1.4165086,-2.497979,0.8166572,5.528379,2.960088,1.2354656,4.5249467,4.6647882,-3.6199837,2.6622813,7.1826816,6.4747696,-6.2914224,-0.90827835,-0.46859506,3.16146,4.5166383,2.7587452,4.489287,3.8163788,-5.215301
1138,3.8566096,7.8704624,3.3502882,4.9104285,1.3074031,-0.17969762,3.1536934,10.909067,-0.9505709,-2.5292037,1.5510582,9.660277,-5.30953,-0.44566694,0.23976135,7.1823545,4.04073,4.7287307,7.6517897,-3.5670898,-1.0124633,0.45575848,5.796069,3.4071417,1.4068418,4.759173,3.7213013,-3.4890687,2.3032951,8.243183,2.9568703,-7.3486013,1.215707,0.08825533,3.3320048,5.2098374,3.3061328,4.3843017,2.2923474,-4.5918484
1139,2.601535,9.144628,4.035333,3.7070284,0.84982294,0.16006835,3.382763,10.425448,-3.1799474,-1.008093,0.8261329,9.40087,-4.7419763,2.2166095,1.1913728,7.331881,5.714071,4.7267075,5.546715,-4.6110616,0.6617537,0.7605423,6.002513,3.9002728,1.5378746,4.8862753,2.7732613,-3.3716605,1.700227,8.686232,-0.6461584,-6.9733458,1.7010198,1.3185724,3.6928992,5.8284974,3.7134478,3.881022,0.977365,-4.0452404
1140,1.1995907,9.8406315,4.6938663,2.0283453,0.6330106,0.5639632,3.770177,9.570445,-4.3535185,1.1421556,1.2231197,9.153542,-3.1065698,3.8840365,3.2747936,7.6905966,6.630005,3.9288018,3.3132012,-4.682754,1.7449076,1.7894691,6.265208,4.202818,1.6089916,4.901413,1.8617685,-3.2153497,0.9747564,8.735706,-3.4755518,-5.448767,0.7944244,2.307489,4.342308,6.304606,3.7677753,3.0464454,0.036869362,-3.4916468
1141,-0.056303605,9.967517,5.104083,0.08929529,0.77823997,1.0255164,4.2956767,8.447827,-4.583922,3.0251813,2.962045,8.662654,-1.559842,4.599227,5.6467514,8.182213,6.193037,2.3866997,1.8224802,-4.2240753,2.0580714,3.133801,6.6165576,4.1198587,1.600937,4.8356094,1.0415254,-2.9662583,0.22019482,8.668767,-4.9793296,-2.9825392,-0.27136657,2.6870534,5.2997847,6.6238804,3.2666173,2.1209555,-0.42807823,-2.9070818
1142,-0.9781544,9.664799,5.1002145,-1.7386982,1.2857908,1.6393815,4.907289,7.1249433,-4.342519,4.0600786,5.446238,7.6561155,-0.8610703,4.850668,7.947594,8.333616,4.158758,0.9120915,1.3924743,-3.599149,1.9190978,4.42351,7.0283904,3.5649378,1.5294933,4.7456846,0.3628009,-2.594733,-0.4834119,8.653052,-4.9460316,-0.18462728,-0.46386808,2.7812922,6.3858657,6.6903863,2.1596613,1.4452888,-0.47844416,-2.3211358
1143,-1.5171248,9.150889,4.689607,-3.13663,1.951112,2.564887,5.5296836,5.569423,-4.0569854,4.1906695,7.834875,6.013127,-1.0146741,4.9087214,10.058254,7.2957745,1.0719085,0.4063106,1.5461287,-2.946507,1.6532825,5.5125823,7.3890777,2.5477107,1.4688158,4.6859736,-0.14923607,-2.1012518,-1.0544099,8.695033,-3.5449579,2.0824666,0.30077204,2.9922662,7.396079,6.259913,0.66610616,1.2809533,-0.2882507,-1.7679895
1144,-1.719844,8.62504,3.997319,-4.010343,2.4454474,3.8555763,6.0131197,3.6652067,-3.8808374,3.5810256,9.5629225,3.8852725,-1.5138083,4.6839957,11.678953,4.5312724,-1.6280063,0.82632434,1.803913,-2.335698,1.4126648,6.3874497,7.5172777,1.1768565,1.5314943,4.687106,-0.50410163,-1.5096768,-1.4102285,8.69739,-1.2625381,3.3148115,1.4364847,3.4475832,8.180899,5.0872927,-0.76359963,1.6233377,0.019610064,-1.2711836
1145,-1.6681693,8.207613,3.147428,-4.453442,2.5002809,5.330084,6.100976,1.3800162,-3.6704214,2.4044578,10.469,1.765857,-1.8094451,4.0682874,12.43994,0.7397353,-2.5794392,1.2363672,2.1201968,-1.8081245,1.252587,7.0787086,7.2378497,-0.33598638,1.7901636,4.7660737,-0.7403575,-0.8551262,-1.486511,8.575869,1.2883685,3.5461314,2.395894,4.1372066,8.572824,3.1518774,-1.6626793,2.171487,0.4322887,-0.85834855
1146,-1.448427,7.9380245,2.2135034,-4.597956,2.0275216,6.6333013,5.555165,-1.007371,-3.1257532,0.9288071,10.717243,0.2903799,-1.6464432,3.26969,12.373177,-2.4663875,-1.5233381,1.2310226,2.4452243,-1.3339036,1.1942395,7.6245494,6.45491,-1.734921,2.1929557,4.948423,-0.9047409,-0.17125009,-1.2558959,8.345522,3.5774462,3.0775905,3.0131655,5.015728,8.361393,0.7454171,-1.7831596,2.5660684,0.9296769,-0.55788106
1147,-1.135997,7.801882,1.2402686,-4.506918,1.1221808,7.452407,4.4093704,-2.9518754,-2.1050866,-0.362099,10.62307,-0.196153,-1.160832,2.6596534,11.883931,-3.95911,0.7251416,1.4498942,2.6725254,-0.8888822,1.2418481,8.052849,5.17977,-2.8178668,2.5546064,5.25547,-1.019712,0.5151646,-0.7260639,8.117755,5.27107,2.2253966,3.3907278,5.9851165,7.3426623,-1.6176956,-1.1956826,2.7143002,1.4141613,-0.3675418
1148,-0.78217894,7.76049,0.2825558,-4.157559,-0.000104241575,7.708926,3.040124,-4.072181,-0.83617026,-0.96140987,10.447841,0.11541447,-0.680639,2.402146,11.321904,-3.7237418,2.9621813,2.3842063,2.689239,-0.52903616,1.384359,8.371791,3.5132284,-3.4794593,2.6451313,5.664542,-1.0522661,1.1759875,0.07761234,8.030066,6.2178307,1.2264353,3.6697974,6.897485,5.438491,-3.4152067,-0.29596293,2.8275151,1.7942233,-0.25251028
1149,-0.41502893,7.76924,-0.5728952,-3.4952064,-1.0767214,7.560395,1.8830309,-4.4242897,0.28985626,-0.69736236,10.299501,0.68672055,-0.41508594,2.400007,10.858322,-2.401929,4.439109,3.6911888,2.3207695,-0.3042376,1.5900419,8.567288,1.6225991,-3.663174,2.320107,6.0991554,-0.90627456,1.7673252,1.1202191,8.1658,6.356252,0.22849745,3.9107556,7.586613,2.8130887,-4.3197827,0.33118182,3.1017253,2.0558414,-0.18473436
1150,-0.05042778,7.787952,-1.2151517,-2.5162585,-1.8617512,7.257101,1.137731,-4.303179,1.0402489,0.22751158,10.183338,0.996406,-0.3391812,2.4971385,10.580504,-0.6493067,5.104183,4.7174177,1.5467566,-0.13976426,1.831119,8.611161,-0.26423824,-3.301442,1.6308655,6.465671,-0.4640927,2.2314336,2.3427546,8.492828,5.637655,-0.6680727,4.0865655,7.9138284,-0.1065365,-4.199893,0.29508427,3.4583786,2.2596717,-0.15566593
1151,0.30123135,7.7899704,-1.5462732,-1.3246839,-2.181821,7.008703,0.75006646,-3.9672246,1.3972042,1.4758492,10.060676,0.7665121,-0.2757179,2.6179461,10.526435,1.1222535,5.1794214,5.0830445,0.60046124,0.10145037,2.1223407,8.474863,-1.8822243,-2.3485239,0.8695275,6.7082148,0.32353234,2.5327318,3.642845,8.825513,4.0469093,-1.3325627,4.1227546,7.8278475,-2.7242873,-3.0340512,-0.22947201,3.6960084,2.5046172,-0.15933892
1152,0.6338604,7.7682858,-1.5276173,-0.113798894,-1.9793003,6.9164267,0.5475788,-3.555627,1.4483713,2.760765,9.849408,0.0020220834,-0.021783734,2.7968023,10.680024,2.6560383,4.7880397,4.800597,-0.19322622,0.46154577,2.5189855,8.136767,-3.010131,-0.90568185,0.47700837,6.84736,1.3610082,2.7022026,4.88428,8.836088,1.7409117,-1.563559,3.967184,7.4001226,-4.490205,-1.0372496,-0.5682709,3.804839,2.8232946,-0.18744452
1153,0.9443207,7.7346587,-1.2005835,0.9198116,-1.3199604,6.963845,0.3510833,-3.114818,1.299131,3.8953693,9.442203,-1.0756603,0.53844875,3.18361,10.982657,3.6719162,3.945279,4.174773,-0.61559516,0.8641565,3.0559595,7.5852504,-3.575971,0.71613646,0.80534256,6.958644,2.422153,2.8282192,5.933933,8.168556,-0.82113665,-1.2038009,3.7021692,6.7774763,-5.178702,1.2038598,-0.09865185,3.9478946,3.113609,-0.23492743
1154,1.229912,7.712183,-0.6654929,1.6616421,-0.35464585,7.0565605,0.031611547,-2.6302493,1.0444816,4.78501,8.7705,-2.1618173,1.3400236,4.0041776,11.335526,3.7826867,2.7847033,3.6253033,-0.637546,1.2281277,3.7002544,6.8282566,-3.6883144,2.1267214,1.918176,7.0963697,3.2409492,2.9869127,6.685382,6.6439705,-2.9992929,-0.3960622,3.5820377,6.0744395,-4.9939547,3.0160754,1.2716268,4.1617236,3.1939244,-0.29292145
1155,1.4894841,7.724262,-0.038040362,2.1027808,0.74287903,7.0784187,-0.4576201,-2.05058,0.77649945,5.4152265,7.8491507,-3.0356805,2.1253226,5.4051924,11.516846,2.626031,1.7533926,3.4165146,-0.35984686,1.5454746,4.375563,5.894845,-3.553966,3.0587926,3.607359,7.246232,3.5949535,3.1870472,7.0626016,4.403511,-4.337132,0.3468072,3.803681,5.326312,-4.3777213,4.066938,3.1721723,4.2817574,2.9066298,-0.32116452
1156,1.7329738,7.783456,0.5840108,2.3050358,1.8265556,6.9314404,-1.0699645,-1.325051,0.601594,5.8392134,6.743235,-3.6567025,2.5671892,7.2480874,11.051829,0.24028617,1.4714142,3.5137758,0.07692988,1.8522584,5.0069947,4.815762,-3.3571365,3.4341254,5.5487976,7.329508,3.3499975,3.3850482,7.041855,1.8479407,-4.741183,0.5133668,4.236694,4.5710077,-3.7074115,4.41743,5.135917,4.109379,2.2353551,-0.24725659
1157,1.9963462,7.8864236,1.1276096,2.3519578,2.7998128,6.557643,-1.6911829,-0.45408744,0.64287394,6.149377,5.488015,-4.11561,2.4340682,9.056309,9.380884,-2.6145625,2.158274,3.8709755,0.50968397,2.1762512,5.535345,3.6094909,-3.1868756,3.293358,7.4217563,7.218134,2.495947,3.5517046,6.6876893,-0.5593181,-4.31232,0.02962895,4.55693,3.9368834,-3.141899,4.300015,6.830768,3.533977,1.3604311,-0.022874156
1158,2.3396888,8.018612,1.5319302,2.3183792,3.615314,5.950087,-2.1998007,0.47951663,1.0114456,6.421389,4.0421185,-4.4956894,1.6585989,10.271415,6.4929404,-4.852423,3.1139617,4.668221,0.80634147,2.509353,5.914344,2.2966833,-3.0257175,2.724866,8.953103,6.78037,1.1900319,3.714099,6.142405,-2.4708595,-3.1906517,-0.7163647,4.601958,3.561787,-2.682816,3.9478078,8.096141,2.5828743,0.58157825,0.32177636
1159,2.8110826,8.160128,1.7382374,2.262287,4.265479,5.1482005,-2.5255938,1.3322473,1.7556041,6.641209,2.3225565,-4.7369757,0.30842328,10.648248,3.2211616,-5.9309196,3.219393,5.852454,1.0030618,2.8106835,6.105851,0.9350138,-2.7743363,1.8629313,9.958642,5.9799714,-0.25502583,3.9093719,5.5601535,-3.737312,-1.5892631,-1.1906015,4.484103,3.4482098,-2.2990215,3.534374,8.913066,1.4273329,0.15938008,0.702488
1160,3.4151084,8.2799835,1.6969378,2.228691,4.769877,4.214899,-2.6656752,1.9638369,2.8185954,6.6585617,0.3286427,-4.5716987,-1.4280437,10.364314,0.6414499,-5.9377613,2.1048272,6.9169188,1.410115,3.043968,6.067559,-0.3577191,-2.3065414,0.9218553,10.410579,4.931957,-1.5076026,4.1136556,5.0535607,-4.385425,0.17301315,-1.0298705,4.417545,3.4616158,-1.9818664,3.1584668,9.357258,0.3190595,0.19752255,1.0741246
1161,4.1306334,8.316866,1.3835769,2.25577,5.16178,3.2087486,-2.6554258,2.2952936,4.0345736,6.232844,-1.7043065,-3.6421783,-3.1628096,9.803391,-0.6215757,-5.203389,0.38898262,7.4233723,2.3930566,3.1652272,5.7398496,-1.4168935,-1.5598928,0.18707632,10.459439,3.8046265,-2.3783977,4.253257,4.68309,-4.5394554,1.7600465,-0.15157652,4.5094256,3.4201295,-1.7396753,2.851143,9.544368,-0.5106001,0.62921035,1.4885216
1162,4.943919,8.1557255,0.8103388,2.375376,5.476799,2.1679177,-2.5263243,2.3285403,5.1802964,5.203373,-3.3240578,-1.8724943,-4.2700443,9.334352,-0.62494814,-4.215208,-1.1022302,7.292958,3.949961,3.0961044,5.092809,-2.0860295,-0.61997354,-0.08074822,10.342932,2.6648474,-2.8398504,4.262946,4.4655004,-4.3462996,2.94043,1.3048065,4.6953506,3.1504226,-1.5678091,2.598852,9.588,-0.92385936,1.2761917,2.053427
1163,5.8376675,7.616964,0.037875693,2.5983505,5.745109,1.1125648,-2.2798922,2.1341312,6.071607,3.662851,-4.1836405,0.24405055,-4.1759033,9.165622,0.036273178,-3.4555087,-2.0182872,6.6446176,5.706754,2.781481,4.217202,-2.3038228,0.304083,0.22621135,10.228888,1.4510505,-2.9230356,4.1108446,4.383839,-3.9311514,3.6416628,3.0794108,4.7976274,2.5315597,-1.4193097,2.373316,9.577242,-0.8950709,1.9337058,2.8445082
1164,6.7330637,6.4850683,-0.8028776,2.8804913,5.9844823,0.06480924,-1.8864746,1.8297503,6.6406755,1.91873,-4.306659,1.955309,-2.8131454,9.245025,0.57503057,-3.093038,-2.4509454,5.628563,7.2614036,2.273798,3.3202262,-2.1440675,1.0274678,1.022564,10.115861,0.083135664,-2.62399,3.8084314,4.3940287,-3.382061,3.9273262,4.8807793,4.604622,1.5716,-1.2090302,2.1649494,9.567032,-0.48774627,2.4492135,3.852558
1165,7.4268484,4.6134586,-1.4932864,3.096364,6.190052,-0.9184453,-1.307812,1.5642163,6.930145,0.2783411,-3.9374232,2.8311517,-0.6656204,9.340266,0.38209733,-2.8712018,-2.5932329,4.3974333,8.411458,1.7541863,2.5889559,-1.754917,1.5021156,2.112042,9.855884,-1.4097431,-1.8984077,3.4489071,4.4328303,-2.75722,3.9369261,6.4554677,3.946933,0.46704412,-0.8727178,2.0126555,9.580055,0.18037292,2.764911,4.986677
1166,7.588726,2.1076906,-1.7639667,3.097412,6.3285704,-1.7221031,-0.5411254,1.5007914,7.0194454,-1.0932814,-3.268522,2.928638,1.6044205,9.191728,-0.66104174,-2.2930033,-2.568947,3.1258943,9.155103,1.4406087,2.0612414,-1.2705286,1.7928917,3.2967422,9.253696,-2.850439,-0.760635,3.2424014,4.4329348,-2.1105444,3.824211,7.636442,2.7894757,-0.44722152,-0.4425607,1.996899,9.622503,0.96429485,2.9109156,6.1056204
1167,6.8932242,-0.5507765,-1.4512261,2.887953,6.3603754,-2.209775,0.337695,1.7744895,6.943147,-2.165859,-2.37688,2.5966506,3.5137196,8.594406,-2.1196406,-1.021467,-2.3799806,2.0136137,9.584113,1.4409279,1.6322399,-0.7752198,1.9976269,4.4299064,8.171476,-4.0135493,0.5818618,3.4472988,4.329579,-1.5187689,3.70896,8.362518,1.2901683,-0.86050063,-0.03428816,2.1741385,9.703358,1.7176902,2.960282,7.053432
1168,5.2572627,-2.6822367,-0.7254931,2.7123044,6.2783265,-2.3320508,1.1883893,2.4221299,6.649899,-2.9750416,-1.3127402,2.2512352,4.901218,7.483138,-3.3551157,0.80075735,-1.8978047,1.2624482,9.796972,1.6704018,1.1707592,-0.30939263,2.2004635,5.4153314,6.5847945,-4.7837696,1.7233697,4.174571,4.05153,-1.0741612,3.6485426,8.66478,-0.24696422,-0.63534653,0.28768435,2.5271032,9.838096,2.3233626,2.9726212,7.6931734
1169,2.9704092,-3.8247411,-0.081399694,2.7996762,6.1087112,-2.1837711,1.8900048,3.348535,6.0318427,-3.5641072,-0.19120039,2.2226052,5.855572,5.938871,-4.0090427,2.642727,-0.9997875,0.99978065,9.883787,1.8912146,0.6345779,0.11926073,2.4638944,6.1841516,4.566505,-5.1883044,2.244156,5.244846,3.5587528,-0.8267034,3.6403258,8.635753,-1.5023582,0.15087205,0.619679,3.0154104,10.029998,2.7000182,2.9608474,7.9403725
1170,0.56145513,-3.9184217,0.08218475,3.0757253,5.9008446,-1.9125817,2.4034045,4.3749514,5.00361,-3.9586616,0.78522,2.6659248,6.5060678,4.067794,-4.1216903,3.9823744,0.2927067,1.2145227,9.909632,1.846183,0.10644438,0.51577187,2.831179,6.6669116,2.2489283,-5.2542567,1.9174533,6.2726007,2.9527423,-0.7327091,3.6548662,8.397835,-2.2684383,1.253606,1.163683,3.6562715,10.237022,2.767013,2.9047408,7.797594
1171,-1.4673935,-3.1491976,-0.1746763,3.3047004,5.733353,-1.601736,2.758872,5.316737,3.56541,-4.158969,1.3816189,3.5199761,6.8518224,1.9372292,-3.880369,4.565395,1.8376815,1.8278812,9.854494,1.3803889,-0.24873753,0.8728533,3.3177824,6.775704,-0.16349518,-4.863955,0.8239893,6.900224,2.5127146,-0.6969971,3.674365,8.071565,-2.5073037,2.3689775,2.081234,4.5221376,10.329299,2.4120286,2.8075726,7.3709617
1172,-2.83595,-1.8035392,-0.44959304,3.403241,5.6632166,-1.2635807,3.014842,6.02938,1.8193997,-4.120798,1.4361659,4.521051,6.768349,-0.33299065,-3.389809,4.4095244,3.45387,2.8007789,9.564946,0.480794,-0.25617164,1.183334,3.8944132,6.4191556,-2.3552556,-3.8122115,-0.59373474,6.9964166,2.5109396,-0.6706141,3.7042048,7.751619,-2.3213973,3.2626529,3.4161863,5.665008,10.030792,1.5365667,2.754319,6.8297977
1173,-3.5303051,-0.21992986,-0.3615908,3.4818065,5.6707044,-0.89858943,3.2272575,6.4224772,-0.04109195,-3.738709,0.9730611,5.3251114,6.17689,-2.4662795,-2.6653833,3.7541199,4.9712815,4.107571,8.746243,-0.7252619,0.18349175,1.5039684,4.491094,5.5566697,-3.9670641,-2.1000047,-1.6400907,6.722598,2.9507847,-0.66244525,3.7545028,7.500945,-1.8727748,3.844196,5.1167703,7.002015,8.879775,0.211851,2.876752,6.3233905
