t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
53,1.2275668,4.4644384,7.9494724,-0.58789253,-0.5134829,3.5192358,7.548955,-2.8174555,0.0036187451,-0.3661986,0.4878584,1.4605886,2.358679,5.7016544,1.048581,-3.2311532,1.9453533,5.3199024,3.946485,2.9600754,1.4214933,-1.7282068,0.9254754,7.5994396,7.3565507,0.98054045,4.8452935,3.655353,-0.71166533,4.988309,7.4298873,2.4633021,4.1465135,2.7519453,-2.4650345,0.21254851,2.074845,6.648162,5.8564053,-3.1249194
54,1.5509322,5.42167,7.2741084,-2.0811186,0.16638668,3.660775,7.062792,-3.2906477,1.5172147,0.18900889,0.846929,1.8712423,3.0412865,5.6449785,-0.19907317,-2.7623634,1.4672904,6.0529013,4.4018884,2.2837539,1.0039077,-1.3595662,0.7732441,7.9850173,7.304948,0.26619312,4.8846264,3.604767,-0.25989902,5.0376697,8.163977,2.3211694,3.6982834,2.0791028,-2.3668468,0.60378426,2.5582478,7.218106,3.9688506,-3.9116156
55,1.2521452,6.315538,6.0987334,-3.3382373,0.9208819,4.1301475,6.376629,-3.288715,2.8269799,1.0385265,1.1894825,2.3096592,3.7371948,5.277383,-1.3584951,-2.0698912,0.94567937,6.5594788,4.7704024,1.34279,0.8322323,-0.9512962,0.71781063,8.284582,7.0032444,-0.4698707,5.0533037,3.8359015,0.16781019,5.1729155,8.698498,1.9182147,3.2181282,1.6281514,-2.1048815,0.8530638,3.1717398,7.5413165,1.6567591,-4.1459093
56,0.38802558,6.792441,4.6919565,-4.2030697,1.4247442,4.8937435,5.4901977,-3.0767038,3.7621548,2.1132371,1.4583943,2.7496104,4.3883286,4.5364594,-2.2782936,-1.2030702,0.60715705,6.869561,4.9454083,0.27331313,0.9596918,-0.51664656,0.8028847,8.542602,6.41228,-1.1207925,5.2991257,4.338139,0.57052016,5.397609,8.97881,1.2410327,2.8791478,1.4154251,-1.7655661,1.0133759,3.8410573,7.4675884,-0.7873267,-3.6822352
57,-0.55705833,6.822892,3.4022431,-4.6577516,1.4589895,5.7285194,4.4613204,-2.8401256,4.2987094,3.2938938,1.6308683,3.15397,4.9167943,3.4392414,-2.8385327,-0.32297152,0.61946607,7.0848947,4.809785,-0.7470103,1.3643838,-0.034108657,1.051035,8.793961,5.5154233,-1.6257037,5.514802,5.0870147,0.96128535,5.683943,8.942784,0.38099796,2.82652,1.4054655,-1.4081976,1.1399387,4.506121,6.878404,-2.9260314,-2.4267554
58,-0.9175837,6.7110524,2.3266253,-4.8010573,1.0276756,6.381639,3.4470453,-2.6287327,4.487381,4.475834,1.7352823,3.4892933,5.2421713,2.0984893,-2.9961157,0.36839503,1.0044051,7.301104,4.27519,-1.5591412,1.9329568,0.555446,1.4783154,9.037588,4.304464,-1.9621854,5.5782857,6.0371566,1.3786225,5.9779706,8.545006,-0.48625785,3.099641,1.5603921,-1.0738093,1.2730645,5.1222405,5.770238,-4.3719635,-0.62087756
59,-0.3138273,6.715769,1.2705168,-4.70491,0.2569159,6.7147346,2.6482663,-2.419886,4.4109874,5.58604,1.8338885,3.7309325,5.305657,0.697715,-2.780556,0.7532792,1.6424885,7.5388017,3.3142753,-2.0641983,2.486143,1.3131063,2.1060283,9.209859,2.7781758,-2.1039476,5.3931503,7.1205378,1.8932414,6.2006474,7.7791734,-1.174749,3.6060553,1.8645084,-0.7969195,1.434056,5.654661,4.2668085,-5.03047,1.1261832
60,1.1019778,6.745836,-0.0074765943,-4.3008785,-0.7093915,6.706098,2.223189,-2.1965637,4.17057,6.587347,1.9891193,3.8565223,5.0907083,-0.56227344,-2.2656753,0.86756915,2.3639002,7.7371583,1.984052,-2.2194674,2.8485193,2.2558172,2.9560285,9.155336,0.97424245,-1.9790214,4.936792,8.24784,2.589572,6.234682,6.687082,-1.5595555,4.1707945,2.2987123,-0.60782933,1.6257156,6.073515,2.5492463,-5.0863714,2.2216558
61,2.7965286,6.4931755,-1.5166469,-3.4057899,-1.6747338,6.4142084,2.222835,-1.9725342,3.8650098,7.47654,2.228737,3.835042,4.6343846,-1.5207614,-1.5564954,0.86539155,3.0496294,7.7911897,0.43332183,-2.0089288,2.9368052,3.335465,4.0190816,8.612,-0.9664043,-1.4912517,4.3344436,9.31847,3.486367,5.9042897,5.371643,-1.5954039,4.630384,2.803278,-0.52256656,1.8368053,6.3528457,0.7871955,-4.757019,2.4355612
62,4.2074165,5.785257,-2.937393,-1.945077,-2.3157337,5.9887104,2.55502,-1.7739183,3.564362,8.270311,2.5241714,3.6254044,4.028118,-2.0977266,-0.7813222,0.9208021,3.6731575,7.593067,-1.1234127,-1.4364183,2.8263564,4.45847,5.182348,7.2655525,-2.755661,-0.6716352,3.8965547,10.260449,4.3852415,5.011282,4.0442905,-1.2982949,4.9146543,3.2785728,-0.5298634,2.051767,6.47508,-0.8692848,-4.1176662,1.929048
63,5.0627966,4.7527795,-3.8872027,-0.17164306,-2.286543,5.64299,3.0113595,-1.6193366,3.298015,8.985299,2.791103,3.1966026,3.404268,-2.3023317,-0.061063644,1.1444744,4.2682147,7.0578423,-2.4695504,-0.5703284,2.7477112,5.5395646,6.140722,4.93955,-4.0193887,0.12660602,3.9354062,11.074705,4.7811046,3.523905,3.0432563,-0.7326289,5.0697675,3.6236825,-0.5942828,2.2600644,6.4384885,-2.2700074,-3.1354976,1.1138818
64,5.459477,3.6538289,-4.25665,1.4551665,-1.4628314,5.5155034,3.3550706,-1.5225108,3.0609624,9.624449,2.9149494,2.5654552,2.9025755,-2.206607,0.53174144,1.5633793,4.864292,6.1328197,-3.462027,0.39901564,2.9769676,6.54582,6.3959594,1.8763399,-4.4443235,0.35547277,4.3706503,11.778702,4.104877,1.8273313,2.6387646,0.026671257,5.197871,3.7686062,-0.6774153,2.4580877,6.263025,-3.2765718,-1.8212352,0.47039524
65,5.658613,2.6131353,-4.195108,2.5829942,-0.011251184,5.580195,3.3841815,-1.4884851,2.825689,10.174167,2.7999976,1.8240551,2.6204426,-1.9003954,0.9870603,2.1497445,5.438383,4.80089,-4.066872,1.1744443,3.6588182,7.446477,5.443114,-1.1388794,-3.931301,-0.14678633,4.666948,12.285178,2.291772,0.6342943,2.7299051,0.9502299,5.359065,3.6666675,-0.75081646,2.6448693,5.989939,-3.8130882,-0.33331957,0.36204332
66,5.816169,1.5749247,-3.892883,3.0940883,1.747279,5.7050176,2.960904,-1.4872216,2.556149,10.609743,2.4267051,1.1217045,2.573095,-1.4541745,1.3370948,2.855805,5.89819,3.0925205,-4.3121223,1.4659556,4.674962,8.072134,3.1254532,-3.087513,-2.8248065,-0.87370354,4.4289093,12.454767,0.0661771,0.45266172,2.991375,1.9902911,5.5310197,3.2813456,-0.78694105,2.817969,5.6721187,-3.9046316,1.0680449,0.9198251
67,5.8669524,0.4232375,-3.4473364,3.0463743,3.480745,5.737857,2.0578523,-1.4371858,2.2316768,10.907612,1.879907,0.5995501,2.6984944,-0.9097555,1.6277888,3.6292083,6.092477,1.1197349,-4.188789,1.1427401,5.657766,8.109566,-0.040150184,-3.3539674,-1.8602952,-1.2832297,3.8054976,12.295264,-1.5805036,1.1974429,3.3700774,3.026258,5.6226816,2.6132739,-0.74789554,2.9745007,5.3577185,-3.6605542,2.1615,2.0422356
68,5.5879145,-0.8691047,-2.8568342,2.60614,4.92891,5.5531425,0.8029707,-1.2306057,1.8852525,11.061508,1.3122528,0.32518834,2.9086447,-0.2936105,1.903906,4.4115205,5.851075,-0.8808983,-3.6153705,0.35206145,6.2168775,7.408934,-3.0039449,-2.081953,-1.4009186,-1.3216419,3.1207476,11.982563,-2.1179397,2.3301976,4.071481,3.9515605,5.475144,1.7380528,-0.59159553,3.119501,5.075167,-3.2197115,2.8632512,3.4754882
69,4.7520103,-2.1412747,-2.1125925,2.02409,5.965027,5.0824375,-0.5430777,-0.8025624,1.6332463,11.091775,0.8501786,0.27937064,3.1424193,0.37196562,2.2058456,5.1313114,5.057759,-2.568687,-2.565282,-0.49291408,6.2678695,6.2178464,-4.922367,0.0035353138,-1.071305,-1.1072283,2.572671,11.690385,-1.6152582,3.2940068,5.1350436,4.673931,4.8913946,0.8231685,-0.3010283,3.2766325,4.8273144,-2.7034612,3.2233047,4.918592
70,3.2907865,-3.0835776,-1.3267039,1.5712496,6.6242485,4.3199577,-1.6995398,-0.20213404,1.6433269,11.033526,0.5073011,0.40028346,3.3806686,1.0707784,2.5658512,5.69855,3.726774,-3.6426613,-1.2510968,-0.94409645,6.078039,4.911465,-5.688863,2.0504751,-0.38626754,-0.7193538,2.2811499,11.49196,-0.4677627,3.8353727,6.32198,5.0426455,3.773753,0.10515377,0.07884958,3.484118,4.5983095,-2.1975596,3.359036,6.116977
71,1.3809869,-3.4084458,-0.72985137,1.39102,7.035548,3.3004773,-2.48381,0.40333387,2.0262187,10.904903,0.18179281,0.6438231,3.6342103,1.7960733,2.9970338,6.003641,2.0251753,-3.9984446,-0.08078131,-0.8114436,5.9493017,3.6548605,-5.6878657,3.4922473,0.7494113,-0.30516273,2.2799895,11.4007435,0.8845612,3.9969773,7.325255,4.878023,2.2831373,-0.21503177,0.46020055,3.7656815,4.3686495,-1.7527531,3.3882208,6.920173
72,-0.61190706,-2.988735,-0.46431184,1.4233627,7.3051963,2.095698,-2.836624,0.81597626,2.735299,10.684936,-0.25102654,1.0099,3.9364228,2.544837,3.4752235,5.9289174,0.22543852,-3.7274208,0.6317011,-0.22756937,5.9727845,2.4214551,-5.3286557,4.146959,2.1230307,-0.008557679,2.4876854,11.428932,2.1213024,3.917333,7.9422674,4.111012,0.8223088,-0.11125432,0.80600065,4.1094856,4.1237717,-1.389554,3.3933892,7.2916703
73,-2.2917101,-1.8870977,-0.40380666,1.5373032,7.47421,0.82710904,-2.769118,0.9313018,3.577464,10.3313055,-0.82590336,1.5144751,4.3487115,3.3051662,3.9163594,5.3865614,-1.3690293,-3.014996,0.8721014,0.5337017,6.0744133,1.1542149,-4.8391814,4.085898,3.4623568,0.17400104,2.7930949,11.589033,3.0647025,3.6766677,8.114292,2.9030662,-0.20551771,0.24594733,1.1702766,4.4870343,3.8462954,-1.1053184,3.4170935,7.283075
74,-3.3885615,-0.34667385,-0.23545182,1.7075304,7.5429177,-0.3577272,-2.3131788,0.8086948,4.338521,9.823112,-1.4554111,2.1322105,4.9583983,4.0408216,4.1611285,4.388655,-2.5025103,-2.0909781,0.8655265,1.2691175,6.1477046,-0.14390498,-4.265459,3.4930403,4.5850444,0.39122874,3.148168,11.863468,3.6033072,3.2807791,7.9181337,1.598104,-0.63689905,0.64061296,1.6173978,4.875816,3.50569,-0.8834926,3.4729736,6.997068
75,-3.8400095,1.2718247,0.29975504,2.0100584,7.484951,-1.3391259,-1.5199122,0.6427612,4.9192424,9.174937,-2.0098546,2.7662818,5.842518,4.6679296,3.9971743,3.1184652,-3.050038,-1.2015535,0.8653538,1.922238,6.106182,-1.4003428,-3.544971,2.6072862,5.425369,0.84022206,3.585234,12.176999,3.61753,2.7449987,7.5372815,0.5312776,-0.5664096,0.9736362,2.1554666,5.2540436,3.064132,-0.6993319,3.559569,6.552417
76,-3.7636693,2.6388588,1.2679441,2.4939187,7.2361917,-2.055093,-0.48915574,0.6663914,5.3707685,8.397681,-2.4279401,3.2780178,7.003671,5.0228605,3.2578294,1.928288,-3.0668254,-0.51508415,0.99804866,2.5252714,5.8810587,-2.501598,-2.606832,1.7143662,6.0028486,1.6761789,4.1911583,12.371988,2.9829621,2.1930482,7.1769795,-0.12948443,-0.19977468,1.2737446,2.7599685,5.5849743,2.4927435,-0.52101946,3.6715493,6.0541496
77,-3.3573248,3.5842974,2.5775564,3.1114233,6.6950045,-2.4964335,0.6147085,1.0547884,5.8130994,7.443805,-2.7526555,3.5396633,8.32455,4.8671045,1.990356,1.1972712,-2.7468703,-0.043441825,1.2664381,3.1163547,5.4210105,-3.337135,-1.4714311,1.1125345,6.3906446,2.9645112,5.0554423,12.168315,1.6638367,1.8672571,6.9556465,-0.40787196,0.28074324,1.6099912,3.4127846,5.8066807,1.7849944,-0.31157,3.8079162,5.5733757
78,-2.8065336,4.1090546,4.0751057,3.726639,5.7614965,-2.6893992,1.5887808,1.8721482,6.311514,6.1851196,-3.070221,3.4510903,9.583869,4.0203223,0.5587829,1.0899137,-2.2833226,0.3065381,1.6351607,3.7012026,4.701369,-3.8473902,-0.29332882,1.020022,6.7007465,4.6734233,6.1495733,11.125077,-0.14770897,1.9767807,6.8955064,-0.45483536,0.76724136,2.0313005,4.1056256,5.830471,0.9662422,-0.037835006,3.9779565,5.1407013
79,-2.2437549,4.3145537,5.6042395,4.1332445,4.4111886,-2.6692352,2.252572,3.0548449,6.787854,4.4527473,-3.3951123,2.9205253,10.542948,2.6080604,-0.51788116,1.426798,-1.7497942,0.6211628,2.0820165,4.2490487,3.7292626,-4.0456395,0.69496435,1.4847106,7.086977,6.668117,7.0947795,8.763214,-1.9430281,2.416864,7.020321,-0.44503033,1.2219491,2.563262,4.82092,5.549016,0.10101614,0.31017995,4.203216,4.751917
80,-1.7477391,4.326677,7.018943,4.0866156,2.7798717,-2.4560878,2.5183554,4.4181376,7.0017595,2.1764605,-3.5606549,1.8850605,11.06209,1.1673064,-0.93313247,1.8703036,-1.147029,0.93286216,2.5958538,4.6986403,2.5423234,-3.9885452,1.295258,2.380986,7.7552037,8.625821,6.9611425,5.1418204,-3.0319517,2.6515462,7.3376226,-0.4318555,1.6449034,3.223322,5.5076504,4.8569355,-0.7055284,0.6956235,4.509165,4.382107
81,-1.3552347,4.249891,8.184656,3.4028275,1.2013186,-2.0739768,2.4435046,5.7101674,6.6350265,-0.40095046,-3.2301605,0.46049127,11.158599,0.36889955,-0.8035963,2.2363074,-0.5006183,1.2453573,3.1607084,4.9665976,1.2113013,-3.719541,1.4264286,3.485842,8.906962,9.828476,4.701873,1.6301343,-3.0815446,2.2609894,7.7073236,-0.2627113,2.0256789,4.01132,6.0587945,3.6918623,-1.3161615,1.0282015,4.902232,4.005433
82,-1.0698327,4.1516104,8.994608,2.1065116,0.109936744,-1.600744,2.2113698,6.7284846,5.4933004,-2.6828697,-2.1819067,-0.86971563,10.971734,0.516879,-0.5302981,2.5353363,0.15484774,1.5666958,3.749743,4.9613733,-0.14988226,-3.2399254,1.1524857,4.5507426,10.5052595,9.0862055,0.6338037,0.25602642,-2.5880952,1.5514561,7.982671,0.24858852,2.3243358,4.87186,6.306079,2.103099,-1.5851653,1.2062346,5.34602,3.6164474
83,-0.8700751,4.0670004,9.4005375,0.49538565,-0.17874584,-1.1384013,2.0159886,7.4065757,3.679054,-4.0935936,-0.69713974,-1.4376503,10.687846,1.287405,-0.46267873,2.8107948,0.826142,1.9139543,4.3222413,4.607416,-1.3836648,-2.540986,0.6742007,5.352718,11.979515,5.535596,-2.9214401,1.2038566,-1.9824101,1.0267912,8.164028,1.0885297,2.5148456,5.6848426,6.0660367,0.31595278,-1.4138583,1.2123649,5.7706456,3.237972
84,-0.7234658,4.012139,9.433709,-0.98363465,0.3588015,-0.6861413,1.9694085,7.775656,1.5315409,-4.4828424,0.55346876,-0.99149776,10.449017,1.9962039,-0.6715522,3.0769842,1.5583613,2.3062038,4.816027,3.8777206,-2.321399,-1.6765444,0.2638384,5.79993,12.433841,0.090772115,-3.8642879,2.295393,-1.0826386,0.8791561,8.29699,2.0881474,2.6131868,6.3126626,5.2451053,-1.3035338,-0.84328765,1.1834385,6.1243954,2.8940132
85,-0.6000119,3.9940383,9.194321,-1.9656826,1.4548845,-0.10451295,2.1215394,7.870156,-0.5802742,-4.030717,1.117193,0.089515835,10.299501,2.1088893,-0.98701847,3.3219256,2.398347,2.7566984,5.140048,2.8220897,-2.842966,-0.7975746,0.13282932,6.0180526,11.429764,-4.8640323,-2.1050174,2.316612,-0.16550171,1.0514028,8.429385,3.0655117,2.6431243,6.6549363,3.932031,-2.4236264,-0.10241828,1.3320636,6.4081388,2.5627854
86,-0.47302008,4.0155077,8.812333,-2.3219032,2.7049556,0.751309,2.4869194,7.669191,-2.3751473,-2.951103,1.0866464,1.2384756,10.208757,1.5066477,-1.1690353,3.4946077,3.3564007,3.2598794,5.176639,1.575601,-2.919622,-0.0852876,0.3329421,6.22232,9.266478,-7.671609,0.9225659,2.4419987,0.43763918,1.4408329,8.60917,3.8840678,2.5932157,6.6776934,2.3844104,-2.9149787,0.505562,1.7609094,6.643881,2.170488
87,-0.3120194,4.080742,8.403115,-2.1462095,3.7717936,1.9052687,3.0131836,7.093441,-3.6664255,-1.4563528,0.9174583,2.1678889,10.096565,0.40625697,-1.0391575,3.5554445,4.3852253,3.771437,4.8065424,0.3410429,-2.614797,0.36556962,0.7800399,6.507917,6.4842396,-8.52686,3.2277036,3.6774788,0.72044086,1.9300696,8.874435,4.437955,2.4136012,6.4290404,0.9150736,-2.8524451,0.80858755,2.388277,6.8322344,1.6442437
88,-0.08371622,4.2036085,8.039531,-1.6386702,4.506375,3.2608316,3.5538318,6.0651517,-4.373367,0.12591918,1.0624691,2.944737,9.841623,-0.867463,-0.5263832,3.5735629,5.396141,4.179898,3.9677136,-0.65411943,-2.0651355,0.59796214,1.3500468,6.8043075,3.438932,-8.463445,3.6131687,5.5172634,0.7551492,2.3881338,9.236665,4.6469145,2.0579083,6.038962,-0.23150045,-2.4049304,0.849221,3.0553606,6.9497304,0.9679097
89,0.2343708,4.413927,7.746597,-0.9986558,4.9332,4.6635246,3.879623,4.609496,-4.544799,1.3889636,1.7138621,3.7646694,9.2833605,-2.0590107,0.31631953,3.752582,6.3021426,4.28445,2.7383046,-1.2247916,-1.4479935,0.7365518,1.9568902,6.9510903,0.3241267,-7.996566,2.0441334,6.9547963,1.005524,2.788124,9.649777,4.448042,1.5440975,5.676082,-0.9416749,-1.7446774,0.7956773,3.6596096,6.9595623,0.190491
90,0.6357692,4.7545443,7.5115952,-0.3784873,5.1627426,5.944675,3.7353828,2.9356403,-4.3205233,2.049868,2.7761774,4.7255707,8.221041,-3.0405333,1.286443,4.331173,7.0263834,3.8241773,1.3943788,-1.308826,-0.9084812,0.8892198,2.5694678,6.7751646,-2.5832088,-6.829746,-0.72541565,7.3115253,2.1645322,3.2303586,9.955423,3.7872913,0.99529415,5.464038,-1.2213775,-1.0105033,0.81068224,4.191196,6.815649,-0.6070901
91,1.0725374,5.264278,7.298995,0.118233405,5.3087463,6.9417386,2.958813,1.431215,-3.8585646,2.0960639,3.996251,5.7489634,6.4568305,-3.7788224,2.0345824,5.400617,7.436693,2.6056101,0.36671412,-1.0222026,-0.48177966,1.1006736,3.18067,6.1586733,-4.809756,-4.4994273,-3.3023796,6.425445,4.357338,3.9390142,9.858585,2.6480742,0.61863416,5.4157143,-1.150458,-0.30270827,0.9837876,4.690934,6.4656925,-1.3523202
92,1.4551904,5.9499435,7.0644813,0.4257779,5.4422965,7.524278,1.6178004,0.5238619,-3.3006663,1.7480251,5.1169834,6.585172,3.922262,-4.228679,2.1547348,6.736499,7.3149123,0.72036326,0.053441323,-0.5985009,-0.11042892,1.3760794,3.7724237,5.103735,-5.964223,-1.3088601,-4.3441296,4.841842,6.863034,5.197004,8.9214115,1.0888848,0.59939325,5.460189,-0.8517857,0.3144355,1.3316125,5.194883,5.8550777,-2.002206
93,1.6666974,6.7599454,6.7711115,0.51279503,5.5837874,7.636358,0.035899986,0.45895988,-2.7355947,1.2963595,5.9844165,6.885029,0.8576743,-4.1979017,1.415436,7.816573,6.562948,-1.3347273,0.5494636,-0.16935326,0.26053715,1.7156323,4.303801,3.7337523,-6.11515,1.6877316,-3.6266594,3.4518545,8.933817,6.7949524,6.5865884,-0.58574337,0.917179,5.554676,-0.46433884,0.8162263,1.828999,5.699817,4.933239,-2.535796
94,1.590482,7.5749273,6.414381,0.3892785,5.72246,7.330992,-1.3693398,1.1626778,-2.1415873,0.962581,6.5801334,6.381117,-2.119386,-3.3953233,0.096173994,8.206883,5.46136,-2.9506073,1.5396029,0.37029523,0.6403886,2.119763,4.716282,2.2111816,-5.688528,3.6664686,-1.8522966,2.728646,10.386292,7.649644,2.7382133,-1.6077809,1.1940031,5.7245965,-0.06719452,1.2125982,2.4397035,6.1506195,3.6700778,-2.9218197
95,1.1597593,8.229103,6.049814,0.111404866,5.8442388,6.7571287,-2.3141382,2.3062983,-1.4099602,0.8608341,6.9786353,5.066796,-4.2943263,-1.828205,-0.98637086,8.0212145,4.4069905,-3.878878,2.5531888,1.1811512,1.0077182,2.5710318,4.9417386,0.666231,-5.0722976,4.470941,0.2609901,2.726048,11.321082,6.540685,-1.4336478,-1.3292385,1.127797,5.9350576,0.38147628,1.5219646,3.1241786,6.4419236,2.0917783,-3.0786953
96,0.43535367,8.572097,5.786763,-0.23331246,5.9483995,6.095397,-2.7469976,3.5057204,-0.4513551,1.0110787,7.2546115,3.1821015,-5.337031,-0.08694687,-1.1226901,7.750436,3.4474323,-4.2468066,3.2580814,2.273363,1.3356911,3.0202324,4.9154563,-0.79950196,-4.432035,4.3278117,2.3316326,3.443899,11.6918955,3.2430732,-4.025909,-0.34438157,1.1108755,6.1144876,0.9164487,1.7587079,3.8291357,6.438156,0.3320722,-2.8672595
97,-0.33003747,8.561809,5.710645,-0.55734,6.0482,5.4895253,-2.780584,4.4934525,0.7418161,1.3692342,7.399875,1.0490774,-5.39386,1.0728358,-0.3137961,7.6663294,2.3561227,-4.2590275,3.4942834,3.5140157,1.6332035,3.397986,4.6001453,-2.0775485,-3.7661514,3.5636144,4.1993494,4.8710723,11.020976,-1.2000076,-4.038206,0.017793767,1.4078753,6.283605,1.446199,1.9465879,4.491531,6.0229545,-1.3500025,-2.1721437
98,-0.7565566,8.324536,5.7814994,-0.7973392,6.1607327,5.015948,-2.573613,5.1666684,2.1158414,1.8632098,7.3091626,-1.0322723,-4.738747,1.3438318,0.8891601,7.6800833,0.9688827,-4.010261,3.2201455,4.718863,1.9735049,3.6366453,4.0076494,-3.049059,-3.0290883,2.5252721,5.745861,6.696923,8.498292,-5.0475373,-1.8852756,-0.27893874,1.6746525,6.5054717,1.9139371,2.1105173,5.0518346,5.1635942,-2.6572385,-1.0568956
99,-0.5626159,8.089952,5.827363,-0.92729753,6.292105,4.6918654,-2.258384,5.541211,3.5976074,2.3984241,6.8349905,-2.7817295,-3.555096,0.98997635,1.9283447,7.618263,-0.63209283,-3.459717,2.5275278,5.722343,2.4691126,3.6702585,3.2023885,-3.6238685,-2.227724,1.5525533,6.847089,8.075452,3.8925197,-6.914146,0.54200983,-0.07895491,1.8923627,6.7853937,2.3429153,2.2550218,5.4546537,3.9455316,-3.4125485,0.17643854
100,0.25367543,8.03346,5.636746,-0.9642193,6.4298887,4.5009747,-1.9217457,5.686382,5.1083455,2.827886,5.8871546,-3.957893,-2.0504928,0.5580317,2.608541,7.38957,-2.1618612,-2.521121,1.6938355,6.432094,3.1776023,3.4166493,2.297173,-3.7841809,-1.4447466,0.89469355,7.4867697,8.039042,-1.5566703,-6.5960727,1.1839116,0.776296,2.2841744,7.066036,2.7012439,2.3678424,5.6585183,2.544744,-3.6316404,1.154103
101,1.4572752,8.187323,5.04063,-0.9471243,6.549712,4.417427,-1.6114079,5.6812944,6.549663,2.9417245,4.5489054,-4.45665,-0.5737361,0.4800792,3.0705068,6.962911,-3.3293998,-1.2157689,1.1389335,6.8762426,3.98638,2.7939715,1.4603009,-3.5979557,-0.7789146,0.6328641,7.813244,6.3027053,-5.8622446,-4.651565,0.15052858,1.4323841,2.9289417,7.3207445,2.8949912,2.4331996,5.6573033,1.1585379,-3.4455073,1.6631842
102,2.749176,8.461333,3.9515471,-0.892112,6.626219,4.4151106,-1.3471438,5.595255,7.7935796,2.543215,3.1341755,-4.3731003,0.53754234,0.8581485,3.5139854,6.3140326,-4.004329,0.2334781,1.2260522,7.1934047,4.592987,1.8029602,0.90494514,-3.194147,-0.26662993,0.7109414,7.992196,3.3976564,-7.917256,-2.2065716,-0.8773017,1.6187081,3.7738988,7.569575,2.815672,2.4431958,5.491103,-0.05387851,-2.987742,1.727074
103,3.9062958,8.687625,2.3952162,-0.7611769,6.6437616,4.460885,-1.1296202,5.481594,8.706945,1.6020929,2.0926247,-3.9274256,1.1830615,1.5542201,4.0177503,5.413112,-4.244862,1.4808196,2.060824,7.52109,4.620077,0.61487883,0.79981446,-2.6990376,0.13085945,1.0339314,8.06315,0.11949132,-7.9558654,-0.6147641,-1.0565622,1.6524302,4.6762166,7.794266,2.393597,2.4169147,5.2356257,-0.9990692,-2.3512504,1.5283716
104,4.8384447,8.662403,0.5329657,-0.4825743,6.6186543,4.50408,-0.94809765,5.3770022,9.206968,0.35118362,1.7759774,-3.3131926,1.4996578,2.3936985,4.541719,4.2391324,-4.209523,2.2358804,3.4636211,7.850477,3.777657,-0.43361154,1.1260397,-2.164019,0.47516957,1.529247,7.9451685,-2.877159,-6.5925384,-0.35826585,-0.78674155,1.7125746,5.558076,7.8900065,1.6269526,2.4166756,4.9722457,-1.6534469,-1.6026609,1.2936089
105,5.574517,8.199835,-1.3709024,-0.03304307,6.6250043,4.481118,-0.7922545,5.302476,9.307007,-0.81019354,2.2309027,-2.5824115,1.6900978,3.269623,4.972153,2.8006387,-4.028838,2.3701348,5.0717387,7.9721875,2.0320344,-0.97350925,1.635533,-1.5720936,0.80131906,2.1444092,7.519495,-5.1114016,-4.2194037,-0.8388403,-0.55798024,1.8086792,6.4051285,7.7054343,0.591518,2.5267367,4.7609115,-2.0509787,-0.80324966,1.2086565
106,6.1965137,7.173825,-3.0518823,0.46583065,6.768139,4.3430285,-0.6657506,5.263968,9.114544,-1.5478027,3.188569,-1.6675386,1.8911893,4.1300364,5.149744,1.1689919,-3.7194755,1.9244695,6.4663434,7.5976734,-0.25657836,-0.8049995,2.0473628,-0.9321055,1.1149205,2.8215437,6.719345,-6.310316,-1.3117927,-1.1121933,-0.36951724,1.9323428,7.202841,7.099638,-0.55730003,2.7895916,4.638201,-2.2585006,-0.012748543,1.3845943
107,6.750743,5.522649,-4.335157,0.72862166,7.075068,4.098739,-0.5839593,5.2543707,8.785187,-1.7498521,4.25265,-0.51935756,2.1442332,4.9242315,4.9093595,-0.47988653,-3.200701,1.1015344,7.3386273,6.621287,-2.439628,-0.049886376,2.3289533,-0.31204805,1.4226321,3.492091,5.582373,-6.543488,1.3929931,-0.6311121,-0.054324053,2.1361034,7.912494,5.9835405,-1.6159481,3.1446552,4.6295586,-2.3453946,0.71839994,1.8645946
108,7.1705995,3.256798,-5.0977874,0.42007893,7.3889832,3.8670535,-0.5501037,5.2605715,8.4667425,-1.5032629,5.1221375,0.8031744,2.4323049,5.566608,4.15611,-1.8716232,-2.4214387,0.23607028,7.658079,5.2387295,-3.996119,0.88541955,2.681393,0.23284017,1.7420329,4.0906506,4.222343,-6.171245,3.2725804,0.5620719,0.33150136,2.4784346,8.480389,4.3431373,-2.390302,3.427672,4.743491,-2.3547683,1.3543252,2.6421692
109,7.241496,0.54447836,-5.126722,-0.6070766,7.3998632,3.8866978,-0.53932405,5.2745028,8.262071,-0.9731847,5.684851,2.1694648,2.7285016,5.9445195,2.947113,-2.7434242,-1.4931122,-0.3393208,7.6527576,3.7357497,-4.816232,1.5594745,3.2482889,0.70431757,2.0792847,4.559517,2.7583773,-5.5763803,4.130363,2.1008127,0.6324499,2.9231968,8.82574,2.2776132,-2.7265968,3.4555912,4.9487953,-2.2845016,1.8718176,3.662707
